Ligand_Name,Site_Number,With_Or_Without_Water,RMSD Value,WOW,dG,Mean
Fisetin,Site3d,With_Water,0.43017644,Repeat without water,-13.3,-13.5
Fisetin,Site3d,Without_Water,0,With water,-13.7,0
Fisetin,Site3d,Without_Water,0.05505769,Without water,-13.3,0
Fisetin,Site3d,Without_Water,0.4484813,Reapeat with water,-13.7,0
Fisetin,Site3d,Without_Water,0.44953305,Repeat without water,-13.3,-13.5
Fisetin,Site3m,Without_Water,0,With water,-12.4,0
Fisetin,Site3m,Without_Water,0.05504591,Without water,-12.3,0
Fisetin,Site3m,Without_Water,0.44860768,Reapeat with water,-12.4,0
Fisetin,Site3m,Without_Water,0.456666,Repeat without water,-12.3,-12.35
Forsythoside_E,Site1,With_Water,0,With water,-12.4,0
Forsythoside_E,Site1,With_Water,0.087777704,Without water,-12.3,0
Forsythoside_E,Site1,With_Water,0.1148956,Reapeat with water,-12.4,0
Forsythoside_E,Site1,With_Water,0.087777704,Repeat without water,-12.3,-12.35
Forsythoside_E,Site2,With_Water,0,With water,-11.1,0
Forsythoside_E,Site2,With_Water,0.32571968,Without water,-11,0
Forsythoside_E,Site2,With_Water,0.13026609,Reapeat with water,-11.1,0
Forsythoside_E,Site2,With_Water,0.32789183,Repeat without water,-11,-11.05
Forsythoside_E,Site2,Without_Water,0,With water,-11.1,0
Forsythoside_E,Site2,Without_Water,0.31114507,Without water,-11,0
Forsythoside_E,Site2,Without_Water,0.32058236,Reapeat with water,-11.1,0
Forsythoside_E,Site2,Without_Water,0.06472407,Repeat without water,-11,-11.05
Forsythoside_E,Site3d,With_Water,0,With water,-3.8,0
Forsythoside_E,Site3d,With_Water,0.17491636,Without water,-3.8,0
Forsythoside_E,Site3d,With_Water,0.3972506,Reapeat with water,-4.1,0
Forsythoside_E,Site3d,With_Water,0.26754114,Repeat without water,-3.9,-3.9
Forsythoside_E,Site3d,Without_Water,0,With water,-3.6,0
Forsythoside_E,Site3d,Without_Water,0.24455765,Without water,-3.8,0
Forsythoside_E,Site3d,Without_Water,0.091134265,Reapeat with water,-3.9,0
Forsythoside_E,Site3d,Without_Water,0.25796348,Repeat without water,-3.9,-3.8
Forsythoside_E,Site3m,With_Water,0,With water,-4.5,0
Forsythoside_E,Site3m,With_Water,0.047088645,Without water,-4.5,0
Forsythoside_E,Site3m,With_Water,0.057041615,Reapeat with water,-4.5,0
Forsythoside_E,Site3m,With_Water,0.08020248,Repeat without water,-4.5,-4.5
Forsythoside_E,Site3m,Without_Water,0.000308816,With water,-4.6,0
Forsythoside_E,Site3m,Without_Water,0.06252784,Without water,-4.5,0
Forsythoside_E,Site3m,Without_Water,0.12908775,Reapeat with water,-4.6,0
Forsythoside_E,Site3m,Without_Water,0.07187394,Repeat without water,-4.2,-4.475
Hydroxychloroquine,Site1,With_Water,0,With water,-4,0
Hydroxychloroquine,Site1,With_Water,0.25030613,Without water,-3.9,0
Hydroxychloroquine,Site1,With_Water,0.20519122,Reapeat with water,-4,0
Hydroxychloroquine,Site1,With_Water,0.19405271,Repeat without water,-4,-3.975
Hydroxychloroquine,Site1,Without_Water,0,With water,-4,0
Hydroxychloroquine,Site1,Without_Water,0.15021051,Without water,-4,0
Hydroxychloroquine,Site1,Without_Water,0.24085473,Reapeat with water,-4,0
Hydroxychloroquine,Site1,Without_Water,0.23826912,Repeat without water,-3.8,-3.95
Hydroxychloroquine,Site2,With_Water,0,With water,-3.6,0
Hydroxychloroquine,Site2,With_Water,0.15756261,Without water,-3.5,0
Hydroxychloroquine,Site2,With_Water,0.14639708,Reapeat with water,-3.7,0
Hydroxychloroquine,Site2,With_Water,0.21372594,Repeat without water,-3.5,-3.575
Hydroxychloroquine,Site2,Without_Water,0.000135425,With water,-3.6,0
Hydroxychloroquine,Site2,Without_Water,0.108902134,Without water,-3.8,0
Hydroxychloroquine,Site2,Without_Water,0.22034156,Reapeat with water,-3.8,0
Hydroxychloroquine,Site2,Without_Water,0.19645265,Repeat without water,-3.5,-3.675
Hydroxychloroquine,Site3d,With_Water,0,With water,-7.8,0
Hydroxychloroquine,Site3d,With_Water,0.20875819,Without water,-7.3,0
Hydroxychloroquine,Site3d,With_Water,0.22539338,Reapeat with water,-7.8,0
Hydroxychloroquine,Site3d,With_Water,0.08128944,Repeat without water,-7.3,-7.55
Hydroxychloroquine,Site3d,Without_Water,0,With water,-7.8,0
Hydroxychloroquine,Site3d,Without_Water,0.22403033,Without water,-7.3,0
Hydroxychloroquine,Site3d,Without_Water,0.19407204,Reapeat with water,-7.8,0
Hydroxychloroquine,Site3d,Without_Water,0.22204371,Repeat without water,-7.3,-7.55
Hydroxychloroquine,Site3m,With_Water,0.00019152,With water,-7.9,0
Hydroxychloroquine,Site3m,With_Water,0.23691082,Without water,-7.7,0
Hydroxychloroquine,Site3m,With_Water,0.23209244,Reapeat with water,-7.9,0
Hydroxychloroquine,Site3m,With_Water,0.20751224,Repeat without water,-7.7,-7.8
Hydroxychloroquine,Site3m,Without_Water,0,With water,-7.9,0
Hydroxychloroquine,Site3m,Without_Water,0.24358252,Without water,-8,0
Hydroxychloroquine,Site3m,Without_Water,0.15065533,Reapeat with water,-7.9,0
Hydroxychloroquine,Site3m,Without_Water,0.26388606,Repeat without water,-8,-7.95
Hypericin,Site1,WW,0.000147222,With water,-7.1,0
Hypericin,Site1,WW,0.03904113,Without water,-7.1,0
Hypericin,Site1,WW,0.05685013,Reapeat with water,-7.1,0
Hypericin,Site1,WW,0.058756284,Repeat without water,-7.1,-7.1
Hypericin,Site1,WOW,0,With water,-7,0
Hypericin,Site1,WOW,0.0484612,Without water,-7.1,0
Hypericin,Site1,WOW,0.047406964,Reapeat with water,-7.1,0
Hypericin,Site1,WOW,0.042532478,Repeat without water,-7.1,-7.075
Hypericin,Site2,WW,0,With water,-6.8,0
Hypericin,Site2,WW,0.050019857,Without water,-6.8,0
Hypericin,Site2,WW,0.043292128,Reapeat with water,-6.8,0
Hypericin,Site2,WW,0.049471088,Repeat without water,-6.8,-6.8
Hypericin,Site2,WOW,0,With water,-6.8,0
Hypericin,Site2,WOW,0.042765237,Without water,-6.8,0
Hypericin,Site2,WOW,0.048730593,Reapeat with water,-6.8,0
Hypericin,Site2,WOW,0.051475424,Repeat without water,-6.8,-6.8
Hyperoside,Site1,Without_Water,0,With water,-8.7,0
Hyperoside,Site1,Without_Water,0.056800764,Without water,-6.4,0
Hyperoside,Site1,Without_Water,0.13623233,Reapeat with water,-8.6,0
Hyperoside,Site1,Without_Water,0.12773271,Repeat without water,-8.1,-7.95
Hyperoside,Site2,With_Water,0,With water,-8.7,0
Hyperoside,Site2,With_Water,0.045145527,Without water,-6.5,0
Hyperoside,Site2,With_Water,0.05154864,Reapeat with water,-8.5,0
Hyperoside,Site2,With_Water,0.04566396,Repeat without water,-8.1,-7.95
Hyperoside,Site2,Without_Water,0,With water,-8.7,0
Hyperoside,Site2,Without_Water,0.10167432,Without water,-8.7,0
Hyperoside,Site2,Without_Water,0.09659605,Reapeat with water,-8.9,0
Hyperoside,Site2,Without_Water,0.10318805,Repeat without water,-8.6,-8.725
Hyperoside,Site3d,With_Water,0,With water,-8.8,0
Hyperoside,Site3d,With_Water,0.05093515,Without water,-8.6,0
Hyperoside,Site3d,With_Water,0.048845273,Reapeat with water,-8.9,0
Hyperoside,Site3d,With_Water,0.055101063,Repeat without water,-8.6,-8.725
Hyperoside,Site3d,Without_Water,0,With water,-7.6,0
Hyperoside,Site3d,Without_Water,0.14619406,Without water,-7.5,0
Hyperoside,Site3d,Without_Water,0.1445677,Reapeat with water,-7.4,0
Hyperoside,Site3d,Without_Water,0.14580046,Repeat without water,-7.8,-7.575
Hyperoside,Site3m,With_Water,0.000152513,With water,-7.9,0
Hyperoside,Site3m,With_Water,0.054900177,Without water,-7.8,0
Hyperoside,Site3m,With_Water,0.04015595,Reapeat with water,-7.4,0
Hyperoside,Site3m,With_Water,0.044558205,Repeat without water,-7.5,-7.65
Hyperoside,Site3m,Without_Water,0,With water,-7.3,0
Hyperoside,Site3m,Without_Water,0.054075856,Without water,-6.9,0
Hyperoside,Site3m,Without_Water,0.06075589,Reapeat with water,-7.2,0
Hyperoside,Site3m,Without_Water,0.048140403,Repeat without water,-6.9,-7.075
Ivermectin,Site1,With_Water,0,With water,-7.3,0
Ivermectin,Site1,With_Water,0.04122044,Without water,-6.9,0
Ivermectin,Site1,With_Water,0.1744955,Reapeat with water,-7.2,0
Ivermectin,Site1,With_Water,0.033062305,Repeat without water,-7.2,-7.15
Ivermectin,Site1,Without_Water,0,With water,-6.2,0
Ivermectin,Site1,Without_Water,0.16263184,Without water,-5.5,0
Ivermectin,Site1,Without_Water,0.16363734,Reapeat with water,-5.8,0
Ivermectin,Site1,Without_Water,0.029407842,Repeat without water,-5.8,-5.825
Ivermectin,Site2,With_Water,0,With water,-5.7,0
Ivermectin,Site2,With_Water,0.1710213,Without water,-5.6,0
Ivermectin,Site2,With_Water,0.03633184,Reapeat with water,-5.3,0
Ivermectin,Site2,With_Water,0.032360815,Repeat without water,-5.8,-5.6
Ivermectin,Site2,Without_Water,0.000484511,With water,-6.1,0
Ivermectin,Site2,Without_Water,0.16714828,Without water,-6.6,0
Ivermectin,Site2,Without_Water,0.16887613,Reapeat with water,-6.8,0
Ivermectin,Site2,Without_Water,0.17038286,Repeat without water,-6.3,-6.45
Ivermectin,Site3d,With_Water,0.000342601,With water,-6.7,0
Ivermectin,Site3d,With_Water,0.040661387,Without water,-6.5,0
Ivermectin,Site3d,With_Water,0.046427146,Reapeat with water,-6.6,0
Ivermectin,Site3d,With_Water,0.04542013,Repeat without water,-6.5,-6.575
Ivermectin,Site3d,Without_Water,0,With water,-5.9,0
Ivermectin,Site3d,Without_Water,0.18881407,Without water,-5.7,0
Ivermectin,Site3d,Without_Water,0.053012423,Reapeat with water,-5.9,0
Ivermectin,Site3d,Without_Water,0.04549888,Repeat without water,-5.8,-5.825
Ivermectin,Site3m,With_Water,0.000342601,With water,-5.8,0
Ivermectin,Site3m,With_Water,0.043666482,Without water,-5.9,0
Ivermectin,Site3m,With_Water,0.03665188,Reapeat with water,-5.9,0
Ivermectin,Site3m,With_Water,0.031717878,Repeat without water,-5.8,-5.85
Ivermectin,Site3m,Without_Water,0,With water,-5.2,0
Ivermectin,Site3m,Without_Water,0.034449697,Without water,-4.9,0
Ivermectin,Site3m,Without_Water,0.0370215,Reapeat with water,-5.2,0
Ivermectin,Site3m,Without_Water,0.054797925,Repeat without water,-4.9,-5.05
Myricetin,Site1,With_Water,0,With water,-5.4,0
Myricetin,Site1,With_Water,0.054097418,Without water,-5.5,0
Myricetin,Site1,With_Water,0.04863073,Reapeat with water,-5.3,0
Myricetin,Site1,With_Water,0.06141805,Repeat without water,-5.1,-5.325
Myricetin,Site1,Without_Water,0,With water,-7.8,0
Myricetin,Site1,Without_Water,0.052646372,Without water,-9.5,0
Myricetin,Site1,Without_Water,0.059472244,Reapeat with water,-7.8,0
Myricetin,Site1,Without_Water,0.051577054,Repeat without water,-9.5,-8.65
Myricetin,Site2,With_Water,0,With water,-7.8,0
Myricetin,Site2,With_Water,0.0487877,Without water,-9.5,0
Myricetin,Site2,With_Water,0.06679436,Reapeat with water,-7.9,0
Myricetin,Site2,With_Water,0.06888627,Repeat without water,-9.5,-8.675
Myricetin,Site2,Without_Water,0,With water,-10.2,0
Myricetin,Site2,Without_Water,0.0539757,Without water,-10,0
Myricetin,Site2,Without_Water,0.052438267,Reapeat with water,-10.3,0
Myricetin,Site2,Without_Water,0.037793398,Repeat without water,-10,-10.125
Myricetin,Site3d,With_Water,0.000181343,With water,-10.3,0
Myricetin,Site3d,With_Water,0.055643085,Without water,-10,0
Myricetin,Site3d,With_Water,0.04712688,Reapeat with water,-10.3,0
Myricetin,Site3d,With_Water,0.062610395,Repeat without water,-10,-10.15
Myricetin,Site3d,Without_Water,0.000181343,With water,-8.9,0
Myricetin,Site3d,Without_Water,0.06577907,Without water,-8.6,0
Myricetin,Site3d,Without_Water,0.052425724,Reapeat with water,-8.9,0
Myricetin,Site3d,Without_Water,0.05426312,Repeat without water,-8.6,-8.75
Myricetin,Site3m,With_Water,0,With water,-8.9,0
Myricetin,Site3m,With_Water,0.035893112,Without water,-8.6,0
Myricetin,Site3m,With_Water,0.0745126,Reapeat with water,-8.9,0
Myricetin,Site3m,With_Water,0.040899202,Repeat without water,-8.6,-8.75
Myricetin,Site3m,Without_Water,0,With water,-7.9,0
Myricetin,Site3m,Without_Water,0.05541152,Without water,-7.9,0
Myricetin,Site3m,Without_Water,0.06062558,Reapeat with water,-8,0
Myricetin,Site3m,Without_Water,0.06295531,Repeat without water,-7.9,-7.925
Nelfinavir,Site1,With_Water,0.000205877,With water,-8,0
Nelfinavir,Site1,With_Water,0.30672896,Without water,-7.9,0
Nelfinavir,Site1,With_Water,0.40636098,Reapeat with water,-7.9,0
Nelfinavir,Site1,With_Water,0.3052939,Repeat without water,-7.9,-7.925
Nelfinavir,Site1,Without_Water,0,With water,-7.9,0
Nelfinavir,Site1,Without_Water,0.21896681,Without water,-7.6,0
Nelfinavir,Site1,Without_Water,0.10095744,Reapeat with water,-7.5,0
Nelfinavir,Site1,Without_Water,0.21040212,Repeat without water,-7.6,-7.65
Nelfinavir,Site2,With_Water,0,With water,-7.5,0
Nelfinavir,Site2,With_Water,0.17397387,Without water,-7.5,0
Nelfinavir,Site2,With_Water,0.15603174,Reapeat with water,-7.7,0
Nelfinavir,Site2,With_Water,0.15164421,Repeat without water,-7.5,-7.55
Nelfinavir,Site2,Without_Water,0,With water,-8.9,0
Nelfinavir,Site2,Without_Water,0.36554688,Without water,-9.1,0
Nelfinavir,Site2,Without_Water,0.23812582,Reapeat with water,-8.9,0
Nelfinavir,Site2,Without_Water,0.18731047,Repeat without water,-8.7,-8.9
Nelfinavir,Site3d,With_Water,0,With water,-8.9,0
Nelfinavir,Site3d,With_Water,0.17041232,Without water,-8.7,0
Nelfinavir,Site3d,With_Water,0.2974147,Reapeat with water,-8.9,0
Nelfinavir,Site3d,With_Water,0.14438249,Repeat without water,-8.7,-8.8
Nelfinavir,Site3d,Without_Water,0,With water,-7.3,0
Nelfinavir,Site3d,Without_Water,0.14265896,Without water,-7,0
Nelfinavir,Site3d,Without_Water,0.15297124,Reapeat with water,-7.3,0
Nelfinavir,Site3d,Without_Water,0.15893139,Repeat without water,-7,-7.15
Nelfinavir,Site3m,With_Water,0,With water,-7.3,0
Nelfinavir,Site3m,With_Water,0.3305462,Without water,-7,0
Nelfinavir,Site3m,With_Water,0.26487076,Reapeat with water,-7.3,0
Nelfinavir,Site3m,With_Water,0.4177914,Repeat without water,-7,-7.15
Nelfinavir,Site3m,Without_Water,0.000205877,With water,-6.2,0
Nelfinavir,Site3m,Without_Water,0.015243275,Without water,-6.1,0
Nelfinavir,Site3m,Without_Water,0.072741196,Reapeat with water,-6.2,0
Nelfinavir,Site3m,Without_Water,0.29520464,Repeat without water,-6.1,-6.15
Oroxylin_A,Site1,With_Water,0,With water,-6.2,0
Oroxylin_A,Site1,With_Water,0.049557853,Without water,-6.1,0
Oroxylin_A,Site1,With_Water,0.04504539,Reapeat with water,-6.2,0
Oroxylin_A,Site1,With_Water,0.010435778,Repeat without water,-6.1,-6.15
Oroxylin_A,Site1,Without_Water,0,With water,-6..6,0
Oroxylin_A,Site1,Without_Water,0.02495204,Without water,-8.6,0
Oroxylin_A,Site1,Without_Water,0.039426748,Reapeat with water,-6.4,0
Oroxylin_A,Site1,Without_Water,0.038046177,Repeat without water,-8.5,-7.833333333
Oroxylin_A,Site2,With_Water,0.000143986,With water,-6.3,0
Oroxylin_A,Site2,With_Water,0.10441458,Without water,-8.6,0
Oroxylin_A,Site2,With_Water,0.10869267,Reapeat with water,-6.7,0
Oroxylin_A,Site2,With_Water,0.11029697,Repeat without water,-8.7,-7.575
Oroxylin_A,Site2,Without_Water,0.000143986,With water,-10.3,0
Oroxylin_A,Site2,Without_Water,0.03361178,Without water,-9.9,0
Oroxylin_A,Site2,Without_Water,0.10805237,Reapeat with water,-10,0
Oroxylin_A,Site2,Without_Water,0.10746693,Repeat without water,-10,-10.05
Oroxylin_A,Site3d,With_Water,0.000249392,With water,-10.1,0
Oroxylin_A,Site3d,With_Water,0.10947911,Without water,-10.1,0
Oroxylin_A,Site3d,With_Water,0.10709492,Reapeat with water,-10.3,0
Oroxylin_A,Site3d,With_Water,0.036395505,Repeat without water,-10.1,-10.15
Oroxylin_A,Site3d,Without_Water,0.000143986,With water,-8.7,0
Oroxylin_A,Site3d,Without_Water,0.010259465,Without water,-8.6,0
Oroxylin_A,Site3d,Without_Water,0.03426813,Reapeat with water,-8.7,0
Oroxylin_A,Site3d,Without_Water,0.044694234,Repeat without water,-8.5,-8.625
Oroxylin_A,Site3m,With_Water,0,With water,-8.7,0
Oroxylin_A,Site3m,With_Water,0.035291918,Without water,-8.5,0
Oroxylin_A,Site3m,With_Water,0.044366706,Reapeat with water,-8.7,0
Oroxylin_A,Site3m,With_Water,0.04642101,Repeat without water,-8.5,-8.6
Oroxylin_A,Site3m,Without_Water,0,With water,-6.7,0
Oroxylin_A,Site3m,Without_Water,0.032172155,Without water,-6.5,0
Oroxylin_A,Site3m,Without_Water,0.02537674,Reapeat with water,-6.7,0
Oroxylin_A,Site3m,Without_Water,0.03884162,Repeat without water,-6.4,-6.575
Quercitin,Site1,With_Water,0,With water,-6.6,0
Quercitin,Site1,With_Water,0.055880655,Without water,-6.5,0
Quercitin,Site1,With_Water,0.052555908,Reapeat with water,-6.6,0
Quercitin,Site1,With_Water,0.055597395,Repeat without water,-6.6,-6.575
Quercitin,Site1,Without_Water,0.00018794,With water,-6.5,0
Quercitin,Site1,Without_Water,0.05959373,Without water,-6.5,0
Quercitin,Site1,Without_Water,0.05943378,Reapeat with water,-6.5,0
Quercitin,Site1,Without_Water,0.049526617,Repeat without water,-6.4,-6.475
Quercitin,Site2,With_Water,0,With water,-7,0
Quercitin,Site2,With_Water,0.048450872,Without water,-6.5,0
Quercitin,Site2,With_Water,0.049303602,Reapeat with water,-6.5,0
Quercitin,Site2,With_Water,0.039709985,Repeat without water,-7.6,-6.9
Quercitin,Site2,Without_Water,0,With water,-10.2,0
Quercitin,Site2,Without_Water,0.07043271,Without water,-9.3,0
Quercitin,Site2,Without_Water,0.052977953,Reapeat with water,-9.1,0
Quercitin,Site2,Without_Water,0.0657055,Repeat without water,-9.1,-9.425
Quercitin,Site3d,With_Water,0,With water,-9.4,0
Quercitin,Site3d,With_Water,0.04474974,Without water,-9,0
Quercitin,Site3d,With_Water,0.05689914,Reapeat with water,-9.7,0
Quercitin,Site3d,With_Water,0.054504085,Repeat without water,-9.4,-9.375
Quercitin,Site3d,Without_Water,0,With water,-8.3,0
Quercitin,Site3d,Without_Water,0.049192075,Without water,-8,0
Quercitin,Site3d,Without_Water,0.05837724,Reapeat with water,-8.5,0
Quercitin,Site3d,Without_Water,0.04300778,Repeat without water,-7.4,-8.05
Quercitin,Site3m,With_Water,0,With water,-7.6,0
Quercitin,Site3m,With_Water,0.030831823,Without water,-7.6,0
Quercitin,Site3m,With_Water,0.06436813,Reapeat with water,-7.6,0
Quercitin,Site3m,With_Water,0.069118075,Repeat without water,-7.6,-7.6
Quercitin,Site3m,Without_Water,0.00018794,With water,-6.3,0
Quercitin,Site3m,Without_Water,0.053970724,Without water,-5.7,0
Quercitin,Site3m,Without_Water,0.063270345,Reapeat with water,-5.6,0
Quercitin,Site3m,Without_Water,0.0461471,Repeat without water,-5.6,-5.8
Remdesivir,Site1,With_Water,0,With water,-5,0
Remdesivir,Site1,With_Water,0.35341287,Without water,-6.4,0
Remdesivir,Site1,With_Water,0.5684981,Reapeat with water,-6.4,0
Remdesivir,Site1,With_Water,0.63674206,Repeat without water,-6.3,-6.025
Remdesivir,Site1,Without_Water,0,With water,-8.1,0
Remdesivir,Site1,Without_Water,0.44825947,Without water,-7.5,0
Remdesivir,Site1,Without_Water,0.6475309,Reapeat with water,-8.1,0
Remdesivir,Site1,Without_Water,0.6001645,Repeat without water,-7.5,-7.8
Remdesivir,Site2,With_Water,0,With water,-8.1,0
Remdesivir,Site2,With_Water,0.14042255,Without water,-7.5,0
Remdesivir,Site2,With_Water,0.6154713,Reapeat with water,-8.1,0
Remdesivir,Site2,With_Water,0.6041278,Repeat without water,-7.5,-7.8
Remdesivir,Site2,Without_Water,0,With water,-8,0
Remdesivir,Site2,Without_Water,0.15440361,Without water,-7.9,0
Remdesivir,Site2,Without_Water,0.6271901,Reapeat with water,-8,0
Remdesivir,Site2,Without_Water,0.58150804,Repeat without water,-7.9,-7.95
Remdesivir,Site3d,With_Water,0,With water,-8,0
Remdesivir,Site3d,With_Water,0.16563801,Without water,-7.9,0
Remdesivir,Site3d,With_Water,0.59902674,Reapeat with water,-8.2,0
Remdesivir,Site3d,With_Water,0.63600355,Repeat without water,-7.9,-8
Remdesivir,Site3d,Without_Water,0,With water,-7,0
Remdesivir,Site3d,Without_Water,0.38871416,Without water,-7,0
Remdesivir,Site3d,Without_Water,0.625813,Reapeat with water,-7,0
Remdesivir,Site3d,Without_Water,0.60373306,Repeat without water,-7,-7
Remdesivir,Site3m,With_Water,0,With water,-7,0
Remdesivir,Site3m,With_Water,0.12825309,Without water,-7,0
Remdesivir,Site3m,With_Water,0.5660411,Reapeat with water,-7,0
Remdesivir,Site3m,With_Water,0.5625082,Repeat without water,-7,-7
Remdesivir,Site3m,Without_Water,0,With water,-6.6,0
Remdesivir,Site3m,Without_Water,0.20258765,Without water,-6.5,0
Remdesivir,Site3m,Without_Water,0.6050017,Reapeat with water,-6.5,0
Remdesivir,Site3m,Without_Water,0.6156804,Repeat without water,-6.5,-6.525
Rhein,Site1,With_Water,0,With water,-6.5,0
Rhein,Site1,With_Water,0.037671886,Without water,-6.5,0
Rhein,Site1,With_Water,0.033009622,Reapeat with water,-6.5,0
Rhein,Site1,With_Water,0.024640594,Repeat without water,-6.5,-6.5
Rhein,Site1,Without_Water,0,With water,-7.3,0
Rhein,Site1,Without_Water,0.0426671,Without water,-7.7,0
Rhein,Site1,Without_Water,0.07586752,Reapeat with water,-5.7,0
Rhein,Site1,Without_Water,0.07464269,Repeat without water,-7.7,-7.1
Rhein,Site2,With_Water,0,With water,-7.4,0
Rhein,Site2,With_Water,0.03615805,Without water,-8,0
